0	0
0.1	0.012379165
0.2	0.048106988
0.3	0.103077506
0.4	0.170898364
0.5	0.243515608
0.6	0.312006044
0.7	0.36745931
0.8	0.401865549
0.9	0.408930494
1	0.384724739
1.1	0.328121454
1.2	0.2409688
1.3	0.127986259
1.4	-0.00360778
1.5	-0.144710859
1.6	-0.285128203
1.7	-0.414470659
1.8	-0.523076823
1.9	-0.602873683
2	-0.648096575
2.1	-0.655795681
2.2	-0.626082369
2.3	-0.562108485
2.4	-0.469764405
2.5	-0.357120768
2.6	-0.233683046
2.7	-0.109516578
2.8	0.005666533
2.9	0.103391619
3	0.177164097
3.1	0.223032006
3.2	0.239895553
3.3	0.229546396
3.4	0.196436843
3.5	0.147185058
3.6	0.089883264
3.7	0.033265997
3.8	-0.01417954
3.9	-0.045074886
4	-0.053908308
4.1	-0.03760171
4.2	0.004154798
4.3	0.068833478
4.4	0.151280991
4.5	0.244184809
4.6	0.338753685
4.7	0.425546847
4.8	0.495373847
4.9	0.540180078
5	0.553839448
5.1	0.532765115
5.2	0.476295563
5.3	0.386807442
5.4	0.269554748
5.5	0.132233445
5.6	-0.015674969
5.7	-0.163729102
5.8	-0.301441308
5.9	-0.419195198
6	-0.509090516
6.1	-0.565617742
6.2	-0.586121567
6.3	-0.570993799
6.4	-0.523595699
6.5	-0.449899118
6.6	-0.357894204
6.7	-0.256815714
6.8	-0.156260556
6.9	-0.065285383
7	0.008445902
7.1	0.059359636
7.2	0.084474474
7.3	0.083637991
7.4	0.059506385
7.5	0.017240806
7.6	-0.036039768
7.7	-0.091990726
7.8	-0.141894994
7.9	-0.177552209
8	-0.192122022
8.1	-0.18084083
8.2	-0.14153615
8.3	-0.074890547
8.4	0.015552504
8.5	0.123672538
8.6	0.241301489
8.7	0.358952578
8.8	0.466682758
8.9	0.55500551
9	0.615772686
9.1	0.642941424
9.2	0.633148436
9.3	0.58603537
9.4	0.504318654
9.5	0.393566578
9.6	0.261712542
9.7	0.118359768
9.8	-0.02606788
9.9	-0.161246419
